,GaiaEDR3,RAdeg,e_RAdeg,DEdeg,e_DEdeg,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,RFG,BPmag,RFBP,RPmag,RFRP,E(BP/RP),RUWE,IPDfmp,RV,e_RV,r_RV,f_RV,GCNSprob,WDprob,Dist1,Dist16,Dist50,Dist84,xcoord50,xcoord16,xcoord84,ycoord50,ycoord16,ycoord84,zcoord50,zcoord16,zcoord84,Uvel50,Uvel16,Uvel84,Vvel50,Vvel16,Vvel84,Wvel50,Wvel16,Wvel84,GUNN,r_GUNN,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
507,3736865265441207424,195.5429148,0.15193,10.9592367,0.12975,30.211,0.19072,-273.793,0.24316,19.804,0.29376,2.6191,655.51,3.4063,48.12,2.2496,79.79,0.9428,2.44,0,-14.29,0.02,b'2015A&A...574A..50J',b'F',1.0,0.028,0.03263,0.03288,0.03309,0.03329,6.27701,6.23738,6.31541,-6.89332,-6.8498,-6.93549,31.74853,31.54807,31.94273,-39.889,-40.146,-39.642,-18.641,-18.779,-18.5,-11.055,-11.086,-11.022,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13021059+1057329',1.248,0.276,0.733,0.244,0.664,0.278,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,5843518239925459456,195.5714388,0.44445,-71.5489615,0.51302,37.389,0.58397,263.701,0.58081,-23.069,0.67278,3.255,1012.55,3.9672,104.63,2.5908,123.18,1.1524,5.59,0,36.5,0.9,b'1979IAUS...30...57E',b'F',0.99,0.046,0.02582,0.02638,0.02679,0.02721,14.73104,14.50744,14.9612,-22.00503,-21.67102,-22.34884,-4.04998,-3.9885,-4.11326,47.329,46.702,47.987,-10.853,-11.615,-10.083,-9.806,-9.967,-9.634,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13021624-7132554',1.649,0.33,1.079,0.23,0.946,0.282,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,6084614408008359168,195.8884436,0.05185,-49.5273147,0.07397,14.828,0.10726,-47.858,0.0858,-11.496,0.07612,4.8097,1295.44,4.8244,1473.5,4.7781,487.12,1.1488,1.22,0,0.0,3.7,b'2007AN....328..889K',b'F',1.0,0.013,0.06632,0.06701,0.06745,0.06793,37.60557,37.35713,37.87429,-53.80297,-53.44752,-54.18743,15.5135,15.41101,15.62436,-12.137,-14.066,-10.07,-9.652,-12.56,-6.919,-2.792,-3.58,-1.945,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13033330-4931380',4.804,0.037,4.914,0.076,4.737,0.027,b'J130333.35-493139.0',5.72,0.056,6.077,0.052,0.0,0.0,0.0,0.0
510,3622819624439843072,196.9742955,0.09583,-10.740454,0.06982,11.15,0.11634,16.629,0.14849,-10.192,0.08094,4.8242,910.41,5.397,1559.87,4.1199,343.21,1.2332,0.78,0,-9.546,0.1394,b'2018A&A...616A...1G',b'T',1.0,0.005,0.08742,0.08875,0.0897,0.09066,35.18516,34.81432,35.56273,-42.68966,-42.23973,-43.14778,70.60769,69.86351,71.36539,3.868,3.758,3.981,5.664,5.588,5.734,-10.616,-10.737,-10.503,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13075381-1044257',3.397,0.282,2.848,0.222,2.72,0.252,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,3504044777770340096,197.263509,0.08629,-23.1182489,0.06611,14.03,0.1103,-20.533,0.11097,-46.131,0.07162,4.6529,1416.92,5.1744,1319.59,3.9898,410.48,1.2238,0.94,1,-15.855,0.3316,b'2018A&A...616A...1G',b'T',1.0,0.013,0.07004,0.07077,0.0713,0.07185,33.97976,33.72526,34.24005,-43.19789,-42.87434,-43.52879,45.42487,45.08464,45.77282,-8.204,-8.364,-8.022,-2.996,-3.251,-2.769,-21.604,-21.838,-21.359,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13090327-2307048',3.369,0.236,2.844,0.23,2.735,0.278,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,3629615946329315456,197.4872965,0.39513,-5.5391521,0.35119,11.183,0.41096,-35.252,0.5492,-33.302,0.4026,4.4048,275.24,4.3603,1013.31,4.3431,1040.45,1.2012,2.4,89,-3.353,0.0004,b'2018A&A...616A...7S',b'F',0.75,0.0,0.08247,0.0868,0.09013,0.09343,32.44979,31.24952,33.63727,-36.7847,-35.42408,-38.13081,75.6124,72.81559,78.37938,-7.101,-7.45,-6.789,-17.39,-18.085,-16.727,-9.406,-9.671,-9.157,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13095699-0532204',4.531,0.282,4.556,0.076,4.391,0.036,b'J130956.95-053220.0',4.924,0.065,4.465,0.063,0.0,0.0,0.0,0.0
513,6136521149359453056,197.8460352,0.07905,-43.3686467,0.09782,14.079,0.10384,-114.105,0.09534,-20.63,0.10591,4.947,1084.38,5.4809,677.35,4.2652,350.32,1.2323,0.95,3,-9.92,0.1215,b'2018A&A...616A...1G',b'T',1.0,0.01,0.06987,0.07055,0.07106,0.07157,40.13693,39.84859,40.42348,-53.70674,-53.32091,-54.09016,23.55115,23.38196,23.71929,-35.978,-36.21,-35.728,-16.757,-16.974,-16.55,-6.846,-6.903,-6.786,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13112320-4322066',3.511,0.284,2.964,0.2,2.88,0.232,b' ',0.0,0.0,0.0,0.0,2.811,0.01,2.768,0.022
514,1460229442589223424,197.9642816,0.10863,27.8821054,0.07331,108.725,0.16446,-800.72,0.12144,882.301,0.0889,4.0933,1242.2,4.3877,1324.99,3.6256,461.05,1.2005,2.46,0,5.601,0.1889,b'2018A&A...616A...1G',b'T',1.0,0.085,0.00917,0.00918,0.0092,0.00921,0.53338,0.53253,0.53421,0.50719,0.50637,0.50797,9.16849,9.15375,9.18263,-50.333,-50.41,-50.256,11.603,11.582,11.625,7.885,7.717,8.08,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13115238+2752411',3.232,0.234,2.992,0.192,2.923,0.274,b'J131151.53+275255.2',6.156,0.034,6.23,0.051,0.0,0.0,0.0,0.0
515,6141742283401003264,198.0111168,0.0897,-37.8028171,0.07611,48.869,0.10584,-382.409,0.10596,46.147,0.09325,4.6623,1147.39,5.0239,1239.52,4.1525,451.37,1.193,1.26,0,-12.853,0.1802,b'2018A&A...616A...1G',b'T',1.0,0.055,0.02036,0.02042,0.02046,0.0205,11.27795,11.25426,11.30138,-14.74153,-14.71057,-14.77216,8.61148,8.59339,8.62937,-38.101,-38.223,-37.989,-10.363,-10.497,-10.224,1.595,1.517,1.671,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13120320-3748110',3.692,0.252,3.346,0.206,3.303,0.256,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,3511640513332581504,198.015213,0.0905,-16.1998833,0.08764,29.9,0.13431,97.167,0.13262,-288.066,0.10273,4.8963,810.67,5.1452,1262.63,4.4965,251.19,1.185,0.86,0,-12.02,0.1928,b'2018A&A...616A...1G',b'T',1.0,0.027,0.0331,0.03329,0.03344,0.03358,14.86312,14.79915,14.92819,-17.63908,-17.56317,-17.71631,24.20828,24.10409,24.31426,24.3,24.142,24.466,-13.314,-13.46,-13.169,-41.227,-41.42,-41.024,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13120353-1611545',4.376,0.294,4.111,0.212,4.075,0.256,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,6062166950467100032,198.5609508,0.04553,-59.103918,0.05315,54.825,0.08088,-248.678,0.05701,-153.176,0.06464,4.7883,1795.31,5.0289,1888.06,4.375,758.76,1.197,1.23,0,-63.619,0.2019,b'2018A&A...616A...1G',b'T',1.0,0.006,0.01818,0.01822,0.01824,0.01827,10.66552,10.64951,10.68098,-14.7545,-14.73236,-14.77588,1.15754,1.1558,1.15922,-55.092,-55.205,-54.973,37.649,37.492,37.808,-15.304,-15.325,-15.282,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13141513-5906114',3.936,0.326,3.565,0.298,3.611,0.366,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,3507322593731193728,198.9963172,0.07506,-19.9436112,0.06109,26.688,0.10783,304.278,0.09818,-114.932,0.06804,4.9261,1380.85,5.4452,1815.55,4.2509,251.35,1.2335,1.04,0,35.137,0.1585,b'2018A&A...616A...1G',b'T',1.0,0.075,0.03712,0.03732,0.03748,0.03763,18.02933,17.95273,18.10219,-20.90734,-20.81851,-20.99184,25.34562,25.23793,25.44805,67.538,67.303,67.774,-0.254,-0.376,-0.137,3.695,3.557,3.839,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13155873-1956348',3.508,0.256,2.914,0.212,2.831,0.244,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,3732539683617410816,199.1923005,0.10798,9.4250047,0.07609,56.858,0.1224,-335.473,0.19201,191.038,0.19534,5.0398,1260.75,5.3405,804.48,4.581,311.56,1.1921,0.99,0,-27.308,0.1519,b'2018A&A...616A...1G',b'T',1.0,0.075,0.0175,0.01755,0.01759,0.01763,4.48846,4.4784,4.49896,-3.40859,-3.40094,-3.41656,16.66402,16.62665,16.70298,-38.022,-38.098,-37.949,1.57,1.539,1.601,-18.264,-18.404,-18.123,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13164653+0925269',4.392,0.284,4.107,0.208,4.033,0.238,b' ',0.0,0.0,0.0,0.0,3.831,0.015,3.757,0.022
520,6181513577482286336,199.2215626,0.06603,-31.5064153,0.06315,12.597,0.09074,34.475,0.0791,-48.146,0.06812,4.8539,1523.68,5.3314,2073.77,4.2253,487.12,1.2182,0.9,0,17.151,0.1367,b'2018A&A...616A...1G',b'T',1.0,0.0,0.07813,0.0788,0.07937,0.07998,43.03542,42.72353,43.36235,-52.64774,-52.26619,-53.0477,40.94228,40.64556,41.25332,24.033,23.897,24.16,-12.329,-12.417,-12.242,-7.849,-7.998,-7.711,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13165313-3130223',3.588,0.254,3.047,0.232,2.975,0.246,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,3742985903074533632,199.3151538,0.06531,13.67594,0.04985,10.653,0.08911,8.168,0.10502,42.33,0.11028,4.8975,2091.22,5.5774,1970.52,4.108,702.16,1.2587,1.0,0,-24.392,0.136,b'2018A&A...616A...1G',b'T',1.0,0.0,0.09217,0.09314,0.09394,0.0947,20.3501,20.17786,20.51634,-12.54114,-12.43499,-12.64359,90.84445,90.07553,91.58652,-12.731,-12.813,-12.648,20.477,20.333,20.618,-19.547,-19.683,-19.404,b' 1237664289397669940',b'2017ApJS..233...25A',10.578,0.008,9.334,0.007,8.798,0.009,31.009,0.2,b'13171562+1340327',3.301,0.232,2.643,0.206,2.375,0.29,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,1524913024458144256,199.3848531,0.05706,40.5726885,0.05643,12.778,0.11513,-125.614,0.06556,18.386,0.06107,4.6529,1419.44,4.791,985.53,4.3864,834.49,1.1766,1.81,0,9.319,0.1639,b'2018A&A...616A...1G',b'T',1.0,0.01,0.07672,0.07756,0.0782,0.07896,-4.31412,-4.27862,-4.35614,19.0775,18.92054,19.26333,75.71559,75.09264,76.45311,-42.047,-42.442,-41.701,-19.626,-19.83,-19.437,12.169,12.021,12.327,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13173256+4034213',4.059,0.222,4.018,0.198,4.013,0.318,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,3507879565090229888,199.5962981,0.10366,-18.3159221,0.10995,117.173,0.14559,-1070.202,0.15287,-1063.849,0.12302,4.5325,1238.51,4.9047,1870.36,4.0062,252.4,1.1983,1.18,0,-8.16,0.1921,b'2018A&A...616A...1G',b'T',1.0,0.178,0.00851,0.00852,0.00853,0.00855,4.08998,4.08505,4.09566,-4.56612,-4.56062,-4.57246,5.93806,5.9309,5.94631,-23.627,-23.72,-23.544,-47.197,-47.316,-47.08,-31.734,-31.869,-31.614,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13182443-1818387',3.334,0.2,2.974,0.176,2.956,0.236,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,6194563955869054848,199.7307356,0.20413,-23.1717109,0.16865,25.529,0.27058,67.956,0.24789,-44.299,0.16836,2.7765,582.74,3.5165,45.51,2.3616,67.75,0.9837,7.6,0,-4.861,0.0002,b'2018A&A...616A...7S',b'F',1.0,0.012,0.03824,0.03876,0.03918,0.03961,19.94081,19.726,20.16046,-22.85946,-22.61321,-23.11126,24.79662,24.5295,25.06976,10.219,10.073,10.363,5.598,5.566,5.629,-10.738,-10.836,-10.641,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13185528-2310173',1.519,0.278,1.065,0.266,1.024,0.3,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,1563590579347125632,200.9823734,0.26246,54.9252591,0.54798,40.213,0.4623,122.467,0.3345,-22.682,0.75119,2.2826,266.98,2.9681,21.06,2.4338,40.39,0.7519,3.9,0,-5.6,0.9,b'1979IAUS...30...57E',b'F',0.846,0.096,0.02426,0.02462,0.02489,0.02515,-4.64901,-4.59833,-4.69792,10.89454,10.77577,11.00914,21.88773,21.64912,22.11797,14.095,13.89,14.321,4.268,3.877,4.703,-5.575,-6.32,-4.775,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b' ',0.0,0.0,0.0,0.0,0.0,0.0,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,1563590510627624064,200.9855604,0.20679,54.9216899,0.19114,40.28,0.28495,114.529,0.24182,-26.887,0.23083,3.9138,649.88,3.9617,695.45,3.769,630.62,1.1749,3.83,0,-9.3,0.9,b'1979IAUS...30...57E',b'F',1.0,0.005,0.02442,0.02465,0.02483,0.02502,-4.63698,-4.60348,-4.67146,10.86934,10.7908,10.95015,21.83887,21.68106,22.00123,14.301,14.112,14.511,1.737,1.336,2.146,-8.499,-9.359,-7.691,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13235629+5455183',7.331,0.0,6.841,0.0,2.821,0.342,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,5864836602250358528,201.0023106,0.05902,-64.5357646,0.07047,12.892,0.088,28.959,0.07375,-21.326,0.09063,4.2942,1293.62,4.7307,1624.0,3.7123,305.89,1.2046,0.93,1,13.256,0.1277,b'2018A&A...616A...1G',b'T',1.0,0.018,0.07634,0.07703,0.07755,0.07806,46.02469,45.71601,46.32744,-62.36895,-61.95065,-62.77921,-2.55125,-2.53414,-2.56803,15.391,15.305,15.483,-4.73,-4.847,-4.623,-9.555,-9.624,-9.483,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13240051-6432085',3.32,0.24,2.784,0.226,2.597,0.35,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,5790905612092884224,201.2778169,0.0564,-74.8884094,0.05685,14.497,0.07438,-108.236,0.07002,-132.718,0.07622,4.7306,1478.52,5.2889,1033.47,4.0351,210.8,1.2324,1.06,0,28.262,0.1423,b'2018A&A...616A...1G',b'T',1.0,0.085,0.06816,0.06863,0.06899,0.06934,38.84784,38.64047,39.04345,-55.13266,-54.83835,-55.41027,-14.53662,-14.45902,-14.60981,-22.122,-22.321,-21.919,-39.527,-39.667,-39.381,-43.391,-43.567,-43.187,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13250707-7453160',3.247,0.252,2.64,0.2,2.482,0.236,b' ',0.0,0.0,0.0,0.0,2.562,0.011,2.456,0.016
529,1565090003967879424,201.3073058,0.10369,54.9878453,0.13341,40.465,0.13736,113.37,0.12696,-29.498,0.15734,3.9744,674.7,4.0534,376.53,3.7898,461.15,1.1732,4.31,1,-8.9,0.9,b'1979IAUS...30...57E',b'F',1.0,0.031,0.02453,0.02464,0.02472,0.0248,-4.56876,-4.55391,-4.58462,10.8858,10.85042,10.92359,21.71494,21.64436,21.79031,14.21,14.028,14.376,1.61,1.237,2.006,-8.038,-8.781,-7.242,b' 1237658919070859323',b'2017ApJS..233...25A',8.846,0.002,8.096,0.005,8.626,0.007,9.464,0.007,b'13251353+5459165',3.291,0.226,3.295,0.228,3.145,0.244,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,6161335477529159424,201.5334623,0.24973,-39.7553189,0.25464,15.335,0.33313,166.257,0.27917,-52.431,0.28769,4.8444,1020.41,5.3892,457.13,4.1449,185.38,1.2408,4.48,4,72.197,0.4265,b'2018A&A...616A...1G',b'T',0.998,0.102,0.06227,0.0639,0.06524,0.06671,38.82691,38.0284,39.7016,-46.03005,-45.0834,-47.067,25.10337,24.5871,25.6689,85.971,85.028,86.923,-26.551,-27.111,-25.916,6.039,5.471,6.527,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13260776-3945182',3.234,0.278,2.631,0.2,2.513,0.236,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,3604865252393354112,201.8626215,0.08975,-15.9734885,0.06204,12.013,0.11965,-121.566,0.11223,20.435,0.07653,4.4661,1392.32,5.0006,1525.98,3.7941,453.67,1.2249,0.89,0,-12.989,0.1649,b'2018A&A...616A...1G',b'T',1.0,0.0,0.08139,0.08251,0.08331,0.08412,41.22016,40.82822,41.62334,-40.58497,-40.19907,-40.98195,59.94695,59.37695,60.53331,-47.233,-47.662,-46.817,-17.153,-17.429,-16.881,2.814,2.639,2.99,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13272717-1558245',3.14,0.282,2.622,0.224,2.524,0.252,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,3740176925743994752,202.1064561,0.05116,13.7762286,0.03484,55.251,0.07787,-235.951,0.07487,-575.969,0.03215,4.779,1749.31,5.1445,1828.22,4.2316,345.0,1.2148,1.28,0,5.052,0.1668,b'2018A&A...616A...1G',b'T',1.0,0.152,0.01804,0.01807,0.0181,0.01812,4.58662,4.58015,4.59269,-1.88511,-1.88245,-1.88761,17.40728,17.38271,17.43031,13.005,12.956,13.052,-51.906,-51.978,-51.829,-3.79,-3.972,-3.635,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13282584+1346447',3.798,0.286,3.457,0.206,3.5,0.294,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,3617798051756565760,203.2418249,0.13864,-10.1651713,0.09031,11.652,0.19525,-31.019,0.17222,-38.85,0.10318,4.935,1173.26,5.4383,1836.83,4.2945,659.52,1.2156,1.31,0,0.209,0.3277,b'2018A&A...616A...1G',b'T',1.0,0.0,0.08274,0.0845,0.0859,0.08733,40.74105,40.07849,41.41904,-34.87029,-34.3032,-35.45059,67.1057,66.01437,68.22244,-3.344,-3.517,-3.171,-18.552,-18.93,-18.219,-7.37,-7.669,-7.066,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13325807-1009541',3.768,0.278,3.134,0.22,3.105,0.27,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,3712858597278688000,203.5332452,0.07948,3.6588658,0.05929,16.494,0.12145,44.539,0.11422,-23.252,0.06123,4.8898,1070.66,4.9094,922.59,4.8515,466.7,1.1483,0.72,0,-7.986,0.0005,b'2018A&A...616A...7S',b'F',1.0,0.033,0.05966,0.06021,0.06067,0.06111,22.28734,22.11841,22.4503,-13.78189,-13.67743,-13.88266,54.71637,54.30164,55.11643,10.433,10.327,10.541,4.461,4.438,4.484,-11.98,-12.022,-11.94,b' 1237671956444086339',b'2017ApJS..233...25A',12.131,0.012,9.095,0.005,8.227,0.006,5.999,0.0,b'13340794+0339324',5.185,0.278,4.98,0.268,4.879,0.02,b'J133407.96+033932.5',5.101,0.066,5.344,0.034,4.968,0.014,4.885,0.029
535,1552582200210565248,203.6127162,0.07895,49.0160956,0.12651,17.595,0.11022,-127.914,0.0927,27.811,0.14035,4.6508,1048.75,4.7062,1227.17,4.5002,616.36,1.1728,1.52,0,-18.3,2.0,b'1979IAUS...30...57E',b'F',1.0,0.01,0.05607,0.05653,0.05688,0.05725,-5.84833,-5.81188,-5.8865,21.83265,21.6966,21.97515,52.19891,51.87364,52.53961,-29.585,-29.874,-29.335,-22.633,-23.403,-21.887,-13.705,-15.432,-11.899,b' 1237661151917637686',b'2017ApJS..233...25A',9.346,0.004,9.823,0.004,8.458,0.004,10.732,0.01,b'13342725+4900575',4.525,0.262,4.461,0.02,4.273,0.036,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,3662636823132300032,203.6720666,0.21005,-0.5956181,0.15407,43.747,0.333,-276.903,0.31197,44.621,0.16946,3.3738,637.44,3.5342,69.75,3.2225,707.43,1.1096,2.45,0,-13.2,2.0,b'1953GCRV..C......0W',b'F',1.0,0.04,0.02247,0.02269,0.02286,0.02303,9.27886,9.21075,9.34889,-6.43848,-6.39121,-6.48707,19.87189,19.72602,20.02187,-31.082,-31.852,-30.242,-10.802,-11.419,-10.306,-4.372,-5.905,-2.601,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13344160-0035450',3.257,0.274,3.154,0.284,3.223,0.274,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,1475118788534734592,203.6996808,0.04397,37.182372,0.04819,21.327,0.08919,85.609,0.04349,-9.549,0.05111,4.7812,2020.52,5.0306,1845.11,4.3837,662.65,1.1834,0.94,0,13.963,2.0368,b'2018A&A...616A...1G',b'T',1.0,0.0,0.04644,0.0467,0.04689,0.0471,1.2816,1.27625,1.28725,10.94626,10.90054,10.99451,45.58036,45.38999,45.78129,16.507,16.413,16.593,13.05,12.633,13.558,10.201,8.494,12.284,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13344780+3710567',3.848,0.282,3.652,0.2,3.612,0.32,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1472012663889392128,204.3645959,0.03997,36.2950022,0.05571,17.724,0.0968,-93.584,0.03965,23.459,0.0617,4.8966,1736.33,4.9696,178.77,4.61,167.88,1.2261,0.94,5,0.0,0.0,b' ',b'F',1.0,0.026,0.05572,0.05612,0.05641,0.05672,2.49944,2.48651,2.51287,12.82314,12.75681,12.89207,54.88085,54.59699,55.17586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13372766+3617415',4.036,0.288,4.026,0.246,4.149,0.015,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,6171375049483037696,206.4193992,0.17014,-33.0443682,0.22438,51.907,0.22594,-462.182,0.23242,-146.513,0.21667,4.1442,416.91,4.3272,466.85,3.7898,159.94,1.1961,3.39,0,-21.5,0.6,b'2006AstL...32..759G',b'F',0.968,0.188,0.01907,0.01919,0.01927,0.01935,12.15483,12.10172,12.20419,-11.79936,-11.7478,-11.84728,9.18358,9.14345,9.22087,-43.316,-43.761,-42.929,-19.525,-19.926,-19.113,-12.86,-13.191,-12.583,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13454130-3302372',3.585,0.268,3.347,0.22,3.41,0.248,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,6069335903658036480,206.6641457,0.27646,-51.4328867,0.34712,12.139,0.43291,9.258,0.43427,-29.111,0.44334,4.3835,1091.63,4.8661,754.46,3.7533,411.35,1.217,4.38,0,-9.46,3.4996,b'2018A&A...616A...1G',b'T',0.994,0.0,0.07586,0.07971,0.08267,0.08575,54.00395,52.06633,56.01666,-60.75385,-58.57405,-63.01813,15.07064,14.52992,15.63232,-3.293,-5.657,-1.055,5.327,2.816,8.025,-13.344,-14.206,-12.524,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13463938-5125580',2.979,0.246,2.533,0.226,2.433,0.256,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,1244571953471006720,206.813391,0.06893,17.4571736,0.06428,64.047,0.10932,-468.923,0.09483,63.469,0.07355,4.356,1387.12,4.609,1453.36,3.9645,502.22,1.1782,0.87,1,-16.943,0.3475,b'2018A&A...616A...1G',b'T',1.0,0.066,0.01555,0.01559,0.01561,0.01564,4.3313,4.32405,4.33871,-0.08069,-0.08055,-0.08083,14.99969,14.97459,15.02534,-33.69,-33.809,-33.588,-17.743,-17.773,-17.714,-7.996,-8.365,-7.672,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13471581+1727249',3.617,0.284,3.546,0.242,3.507,0.348,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,1243381938292692096,207.3689079,0.10743,15.7980832,0.07564,13.423,0.13804,-93.269,0.15795,40.166,0.08294,3.41,1137.95,4.3459,153.62,2.5944,153.89,1.1985,2.33,0,-5.85,0.19,b'2005A&A...430..165F',b'F',1.0,0.007,0.07286,0.07373,0.0744,0.07514,22.43556,22.23368,22.65849,-1.64361,-1.62882,-1.65994,70.92187,70.28369,71.62657,-34.827,-35.183,-34.443,-9.263,-9.375,-9.148,4.675,4.477,4.888,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13492867+1547523',1.218,0.264,0.438,0.18,0.435,0.182,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,6294168164474202112,207.4673745,0.08852,-18.1343392,0.09711,14.127,0.10508,-100.681,0.14137,-38.243,0.1659,4.6755,1138.11,5.202,1360.16,4.0055,453.2,1.2267,1.05,0,-39.454,0.1705,b'2018A&A...616A...1G',b'T',1.0,0.0,0.06967,0.07029,0.07085,0.07135,41.07263,40.74907,41.36105,-32.17585,-31.92237,-32.40179,47.93075,47.55316,48.26733,-44.105,-44.295,-43.918,-11.305,-11.542,-11.071,-28.108,-28.224,-27.984,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13495230-1808029',3.229,0.284,2.712,0.222,2.61,0.208,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,6170485544575679104,207.9564852,0.13267,-32.994216,0.14879,9.91,0.16529,-34.743,0.16312,-29.498,0.2052,4.5132,750.79,4.4523,1031.79,4.6491,291.52,1.1385,1.37,0,0.0,0.0,b' ',b'F',1.0,0.038,0.09718,0.09911,0.10074,0.10253,65.23845,64.18143,66.39727,-60.23827,-59.26227,-61.30828,47.5904,46.81932,48.43574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'13514960-3259387',4.129,0.83,4.946,0.018,4.971,0.027,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
