,GaiaEDR3,RAdeg,e_RAdeg,DEdeg,e_DEdeg,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,RFG,BPmag,RFBP,RPmag,RFRP,E(BP/RP),RUWE,IPDfmp,RV,e_RV,r_RV,f_RV,GCNSprob,WDprob,Dist1,Dist16,Dist50,Dist84,xcoord50,xcoord16,xcoord84,ycoord50,ycoord16,ycoord84,zcoord50,zcoord16,zcoord84,Uvel50,Uvel16,Uvel84,Vvel50,Vvel16,Vvel84,Wvel50,Wvel16,Wvel84,GUNN,r_GUNN,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
0,4684097178470252032,0.3976191,0.07242,-77.0665111,0.08434,15.455,0.0916,-56.841,0.11043,-176.791,0.11371,4.3666,989.77,5.0325,1040.97,3.5835,429.59,1.2586,1.38,0,22.481,0.1657,b'2018A&A...616A...1G',b'T',1.0,0.007,0.06381,0.06434,0.06472,0.06511,29.63862,29.46127,29.81695,-40.00822,-39.76882,-40.24894,-41.35356,-41.10611,-41.60238,34.622,34.469,34.772,-41.115,-41.291,-40.93,29.4,29.129,29.692,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00013578-7703561',2.547,0.236,1.908,0.22,1.772,0.294,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2414783622022208128,0.9350674,0.14239,-17.3360314,0.07588,10.508,0.11807,25.363,0.18622,-8.987,0.08249,4.5166,1121.52,4.5075,1135.74,4.5234,449.23,1.1496,0.81,2,8.0,4.6,b'2006AstL...32..759G',b'F',1.0,0.0,0.09262,0.09414,0.09517,0.09623,7.44124,7.36102,7.52411,23.03969,22.79131,23.29628,-92.03898,-91.04676,-93.06399,-7.432,-7.784,-7.122,-6.852,-7.876,-5.87,-10.018,-13.921,-6.015,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00034439-1720092',4.151,0.222,4.61,0.029,4.564,0.017,b' ',0.0,0.0,0.0,0.0,4.532,0.015,4.226,0.026
2,2444348733779214976,1.333868,0.30749,-5.707223,0.15042,23.515,0.27998,-11.985,0.35173,89.314,0.14051,4.3183,1096.62,4.853,1379.21,3.6298,362.32,1.2368,3.45,1,-8.342,3.9685,b'2018A&A...616A...1G',b'T',0.938,0.022,0.04136,0.04204,0.04254,0.04305,-1.13599,-1.12256,-1.14965,17.31053,17.10588,17.51866,-38.84024,-38.38107,-39.30723,-6.496,-6.616,-6.364,12.285,10.615,13.768,13.987,10.672,17.643,b' 1237672841745662039',b'2017ApJS..233...25A',12.466,0.012,10.341,0.006,9.303,0.007,9.663,0.008,b'00052013-0542275',2.642,0.228,2.091,0.19,1.989,0.22,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4990516294443333504,2.3534338,0.09015,-45.7482221,0.09247,22.608,0.14811,120.393,0.1097,-179.597,0.12559,3.6018,1075.25,4.1332,271.57,2.9382,434.39,1.2202,2.34,0,-9.2,0.7,b'2006AstL...32..759G',b'F',1.0,0.0,0.04358,0.04398,0.04426,0.04455,12.53884,12.45768,12.62033,-8.99847,-8.94022,-9.05695,-41.4864,-41.21788,-41.75603,-9.402,-9.618,-9.189,-42.316,-42.64,-42.019,16.096,15.403,16.78,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00092467-4544506',2.19,0.296,1.756,0.252,1.617,0.3,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4630854015089595776,2.5083277,0.04942,-82.2241369,0.04661,12.353,0.05167,-22.05,0.06599,-20.218,0.06352,5.0075,1835.89,5.5251,1289.84,4.3423,375.82,1.227,1.03,1,14.58,0.1337,b'2018A&A...616A...1G',b'T',1.0,0.0,0.08021,0.08063,0.08095,0.08128,37.78627,37.63883,37.94071,-54.71758,-54.50407,-54.94122,-46.1602,-45.98008,-46.34886,15.393,15.32,15.466,-10.341,-10.431,-10.246,-0.706,-0.792,-0.622,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00100226-8213266',3.745,0.222,3.103,0.194,3.006,0.262,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2416611663182821120,2.8156932,0.0946,-15.4691759,0.06936,52.949,0.09585,-82.828,0.11729,-269.549,0.08245,4.7636,1233.81,5.0198,1449.22,4.3381,487.35,1.1957,1.69,0,15.188,0.3097,b'2018A&A...616A...1G',b'T',1.0,0.046,0.01881,0.01885,0.01889,0.01892,0.65861,0.65743,0.65984,4.82237,4.81375,4.83138,-18.24815,-18.21552,-18.28223,18.86,18.825,18.896,-13.066,-13.142,-12.986,-18.455,-18.754,-18.179,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00111587-1528043',4.153,0.268,3.8,0.208,3.821,0.218,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,379662675036095232,4.2725989,0.30725,38.68157,0.136,18.875,0.42508,-57.551,0.30722,-14.795,0.15524,4.5603,1031.39,4.6147,1534.1,4.5196,774.33,1.1267,2.84,0,0.9,0.9,b'1979IAUS...30...57E',b'F',0.932,0.007,0.05043,0.05189,0.05308,0.05436,-21.01312,-20.54515,-21.52093,43.82095,42.84504,44.87993,-21.33528,-20.86014,-21.85087,13.342,12.936,13.776,6.6,5.861,7.301,-1.812,-2.154,-1.449,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00170549+3840539',4.872,0.328,4.577,0.02,4.416,0.02,b'J001705.47+384054.4',5.376,0.094,4.606,0.081,0.0,0.0,0.0,0.0
7,378607281314502016,4.5815438,0.14319,36.7850369,0.08466,23.254,0.18087,-65.212,0.15293,-42.221,0.12394,4.5015,972.49,4.5175,1861.84,4.4224,934.51,1.1674,1.97,0,-8.2,0.9,b'2006AstL...32..759G',b'F',1.0,0.0,0.04229,0.04268,0.04302,0.04337,-16.75368,-16.62125,-16.89055,34.99092,34.71432,35.27678,-18.59902,-18.452,-18.75096,17.405,17.046,17.771,-3.046,-3.777,-2.34,-2.429,-2.817,-2.041,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00181967+3647070',4.345,0.27,4.421,0.18,4.464,0.29,b'J001819.59+364706.6',5.085,0.047,4.472,0.04,0.0,0.0,0.0,0.0
8,2429978803998630400,4.8569109,0.15409,-8.8240821,0.12176,11.7,0.19682,-14.61,0.17886,-36.668,0.17145,3.2267,652.87,3.9519,71.71,2.5614,131.07,1.1487,2.85,0,19.35,0.17,b'2008AJ....135..209M',b'F',1.0,0.0,0.0823,0.08418,0.08556,0.08706,-4.525,-4.45218,-4.60443,28.63714,28.17624,29.13981,-80.49798,-79.20241,-81.91095,11.528,11.307,11.755,-2.679,-2.836,-2.524,-22.164,-22.336,-21.998,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00192567-0849264',1.694,0.264,1.097,0.21,1.025,0.266,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4900108950849461248,5.0356095,0.11317,-64.8696171,0.11707,116.183,0.13336,1706.747,0.16226,1164.959,0.15614,4.0735,894.04,4.3695,937.21,3.6002,460.69,1.2031,3.21,0,9.28,0.0003,b'2018A&A...616A...7S',b'F',1.0,0.097,0.00859,0.0086,0.00861,0.00862,3.29069,3.2868,3.29427,-4.165,-4.16008,-4.16954,-6.7771,-6.76908,-6.78448,-72.121,-72.198,-72.04,-3.789,-3.794,-3.782,-44.479,-44.517,-44.439,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00200446-6452282',3.068,0.272,2.738,0.218,2.769,0.25,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,378821548641870336,5.2806119,0.05562,37.9684328,0.03421,19.951,0.07393,57.737,0.0614,-38.838,0.05412,5.0329,2182.59,5.2701,1795.43,4.6515,361.16,1.181,0.85,0,10.4,0.6,b'2006AstL...32..759G',b'F',1.0,0.0,0.04967,0.04993,0.05012,0.0503,-20.25462,-20.1796,-20.32556,40.85664,40.70531,40.99973,-20.79799,-20.72095,-20.87083,-13.301,-13.546,-13.051,-1.101,-1.599,-0.62,-14.244,-14.496,-13.985,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00210726+3758070',4.389,0.342,4.218,0.266,4.069,0.036,b' ',0.0,0.0,0.0,0.0,4.029,0.014,3.958,0.024
11,4683897617110115200,6.482505,0.24859,-77.2527955,0.24951,133.719,0.272,2218.985,0.36659,326.445,0.40408,2.6807,347.39,3.2956,46.33,2.3715,85.26,0.9713,3.65,0,23.085,0.0003,b'2018A&A...616A...7S',b'F',0.992,0.091,0.00744,0.00746,0.00748,0.00749,3.27645,3.2693,3.28327,-4.72131,-4.71101,-4.73114,-4.78549,-4.77505,-4.79545,-60.63,-60.775,-60.471,-46.848,-46.911,-46.779,-31.366,-31.407,-31.324,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00254416-7715157',1.676,0.296,1.434,0.22,1.372,0.248,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4992538055808271360,6.5514928,0.1001,-43.6796863,0.0893,41.723,0.1358,106.394,0.12601,32.491,0.13153,3.9185,615.74,3.995,401.24,3.7326,349.86,1.1754,2.61,0,11.3,2.0,b'1979IAUS...30...57E',b'F',1.0,0.043,0.02379,0.02389,0.02397,0.02404,5.33671,5.31925,5.35346,-4.73579,-4.72029,-4.75065,-22.88255,-22.80767,-22.95436,-9.605,-10.025,-9.191,-5.119,-5.487,-4.756,-12.913,-14.692,-11.142,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00261219-4340475',3.739,0.286,3.585,0.222,3.59,0.292,b'J002612.28-434046.5',4.076,0.028,7.439,0.057,0.0,0.0,0.0,0.0
13,4993479684438433792,6.5721555,0.36998,-42.3078203,0.51665,39.918,0.72832,176.268,0.81665,-398.872,0.81261,2.09,194.67,3.3017,19.68,2.0322,27.28,0.6815,3.83,0,74.6,0.9,b'1979IAUS...30...57E',b'F',0.702,0.111,0.02409,0.02465,0.02508,0.02553,5.30229,5.21269,5.39813,-4.44999,-4.37479,-4.53043,-24.10407,-23.69674,-24.53974,19.602,19.372,19.831,-63.889,-64.818,-62.925,-61.38,-62.362,-60.472,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00261699-4218216',0.579,0.24,-0.089,0.324,-0.166,0.376,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4975414983274332800,7.8550362,0.0721,-48.8034269,0.07845,18.471,0.13255,140.561,0.07912,19.647,0.09149,4.7556,1107.73,4.7503,1455.25,4.7139,820.57,1.1662,1.71,0,-2.0,4.2,b'2006AstL...32..759G',b'F',1.0,0.017,0.0532,0.05374,0.05415,0.05456,13.5169,13.41471,13.62076,-15.14592,-15.03142,-15.26231,-50.1967,-49.81722,-50.58243,-33.478,-34.522,-32.541,-13.942,-14.973,-12.837,-3.667,-7.109,-0.027,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00312497-4848124',4.668,0.037,4.771,0.071,4.7,0.027,b'J003125.17-484813.9',6.971,0.078,5.842,0.035,0.0,0.0,0.0,0.0
15,4900927434176620160,7.8869382,0.07266,-62.9584612,0.06882,22.838,0.08612,84.011,0.08996,-54.85,0.08935,4.3299,1172.68,4.3098,1086.83,4.3792,579.28,1.141,0.84,0,14.0,5.0,b'1979IAUS...30...57E',b'F',1.0,0.021,0.04341,0.04362,0.04379,0.04396,15.40381,15.34436,15.46112,-20.60715,-20.52763,-20.68381,-35.43891,-35.30216,-35.57076,-5.858,-7.495,-4.163,-23.525,-25.791,-21.382,-5.818,-9.744,-2.07,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00313267-6257297',4.664,0.254,4.677,0.076,4.481,0.036,b'J003132.78-625729.2',5.155,0.097,4.458,0.085,4.505,0.045,4.42,0.031
16,4900916679578514048,8.1837872,0.05474,-63.0317233,0.05177,21.679,0.0683,86.541,0.06799,-50.115,0.06921,5.055,1316.85,5.0721,1262.08,5.0267,524.33,1.146,1.03,1,7.7,0.8,b'2006AstL...32..759G',b'F',1.0,0.014,0.04577,0.04598,0.04613,0.04627,16.15396,16.10269,16.20572,-21.80315,-21.73394,-21.87299,-37.30136,-37.18296,-37.42086,-9.371,-9.625,-9.091,-21.197,-21.551,-20.826,-1.221,-1.836,-0.615,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00324391-6301533',5.061,0.037,5.156,0.076,4.985,0.02,b'J003244.00-630153.2',6.744,0.045,5.923,0.021,4.852,0.015,3.775,0.024
17,2858181236614036864,9.6377819,0.11984,29.3106279,0.06686,19.245,0.11883,-228.701,0.17665,-253.206,0.08851,4.0968,914.0,4.5686,313.07,3.4734,545.27,1.2171,2.11,0,-84.376,0.6605,b'2018A&A...616A...1G',b'T',1.0,0.056,0.05127,0.05164,0.05195,0.05229,-21.38121,-21.25148,-21.52142,37.69318,37.46449,37.94037,-28.65769,-28.48382,-28.84563,102.952,102.406,103.415,-59.822,-60.315,-59.348,-2.649,-3.098,-2.127,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00383338+2918431',2.578,0.234,2.154,0.198,2.074,0.25,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2858629802998456576,9.8325953,0.46996,30.8605028,0.22345,31.573,0.45461,176.856,0.61296,-108.171,0.27536,2.8721,649.25,3.7643,55.64,2.3436,74.42,1.0037,5.48,6,-9.88,0.15,b'2008AJ....135..209M',b'F',0.936,0.007,0.03068,0.03126,0.03169,0.03213,-13.39275,-13.21062,-13.57759,23.31894,23.00182,23.64077,-16.76389,-16.53592,-16.99526,-13.397,-13.666,-13.135,-28.173,-28.503,-27.842,-9.803,-10.022,-9.578,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00391967+3051397',0.986,0.24,0.403,0.172,0.467,0.19,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,418551920284673408,10.127242,0.21987,56.5371888,0.28661,14.091,0.49878,49.126,0.34595,-31.595,0.44691,1.9425,385.94,2.987,42.23,1.8435,34.02,0.7383,3.26,0,-4.204,0.0006,b'2018A&A...616A...7S',b'F',0.766,0.0,0.06566,0.06893,0.07134,0.07398,-36.96055,-35.71185,-38.32813,60.51164,58.46727,62.75063,-7.83117,-7.56659,-8.12093,-10.965,-11.52,-10.478,-13.064,-13.465,-12.703,-10.886,-11.438,-10.392,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00403044+5632145',0.311,0.198,-0.21,0.16,-0.303,0.17,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4976326547130178176,10.3313997,0.15721,-46.0849924,0.22568,14.285,0.40084,-23.053,0.19014,-2.487,0.30165,4.2804,994.36,4.8226,2426.23,3.6901,730.32,1.1652,3.83,5,17.41,0.1611,b'2018A&A...616A...1G',b'T',0.962,0.0,0.06583,0.06833,0.07042,0.0724,14.25568,13.834,14.65676,-18.04635,-17.51254,-18.55409,-66.5546,-64.58592,-68.4271,10.451,10.251,10.67,-1.085,-1.249,-0.921,-15.888,-16.043,-15.73,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00411956-4605060',2.803,0.21,2.327,0.23,2.197,0.246,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4908022136034353152,10.8384262,0.093,-57.4630118,0.09424,12.461,0.1232,6.136,0.1315,11.628,0.1137,4.3211,832.31,4.3455,1314.44,4.3177,405.72,1.1313,0.94,0,0.0,0.0,b' ',b'F',1.0,0.0,0.07848,0.07952,0.08034,0.08112,23.34461,23.10669,23.57206,-33.23809,-32.89935,-33.56195,-69.31723,-68.61079,-69.99262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00432123-5727470',4.16,0.29,4.354,0.076,4.308,0.027,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,390019868412760832,10.8667968,0.10106,47.0243818,0.07682,18.629,0.1142,-24.57,0.10936,-36.886,0.08369,4.9178,1044.91,5.0001,918.23,4.7745,462.08,1.1526,0.97,0,12.9,0.8,b'2006AstL...32..759G',b'F',1.0,0.0,0.05297,0.05339,0.05369,0.05403,-27.00462,-26.85478,-27.17386,44.03275,43.78842,44.3087,-14.64145,-14.56021,-14.73321,0.424,0.033,0.835,11.846,11.167,12.473,-12.345,-12.568,-12.113,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00432805+4701283',4.91,0.256,4.765,0.242,4.584,0.016,b'J004328.04+470127.7',5.743,0.038,5.329,0.036,4.626,0.014,4.575,0.026
23,2377777840203597952,11.0474582,0.09087,-10.6100538,0.04088,15.127,0.10427,-9.323,0.15661,-113.192,0.10255,4.492,1974.85,5.0011,2402.01,3.8279,574.94,1.2297,1.7,0,-0.098,0.2179,b'2018A&A...616A...1G',b'T',1.0,0.013,0.06506,0.06571,0.06615,0.06661,-8.49093,-8.43415,-8.55008,16.89068,16.77773,17.00834,-63.39011,-62.96622,-63.83169,20.804,20.65,20.962,-27.127,-27.327,-26.945,-9.919,-10.141,-9.695,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00441140-1036344',3.186,0.294,2.669,0.214,2.575,0.216,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2804918316384272128,11.8341978,0.13461,24.2668218,0.06731,18.008,0.16043,-101.068,0.22175,-80.276,0.09711,3.7605,520.06,4.3766,125.7,3.0351,202.55,1.2322,2.2,1,-24.43,0.1,b'2004MNRAS.349.1069K',b'F',1.0,0.008,0.05442,0.05505,0.05554,0.05608,-22.83265,-22.63116,-23.05524,36.91732,36.59155,37.27722,-34.64612,-34.34039,-34.98388,39.802,39.555,40.056,-12.94,-13.017,-12.866,-0.86,-1.011,-0.705,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00472037+2416017',2.231,0.31,1.615,0.224,1.567,0.222,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4684720292326084608,12.1498433,0.07126,-74.9235873,0.05715,15.042,0.07231,133.0,0.11365,-34.192,0.07854,4.6227,1077.4,5.3389,1120.65,3.8142,449.75,1.2613,0.94,0,-10.67,0.1352,b'2018A&A...616A...1G',b'T',1.0,0.02,0.06575,0.06616,0.06647,0.06679,26.94831,26.82047,27.07669,-41.21101,-41.01551,-41.40733,-44.65309,-44.44125,-44.86581,-35.813,-35.975,-35.65,-22.104,-22.278,-21.95,14.694,14.597,14.791,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00483538-7455243',2.823,0.264,2.201,0.216,2.038,0.276,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2556759229189045632,12.1709689,0.17924,7.5848587,0.06771,10.858,0.1787,81.994,0.21688,-50.232,0.15007,3.8363,1154.43,4.698,473.86,2.9548,318.35,1.276,4.28,3,32.45,0.18,b'2008AJ....135..209M',b'F',1.0,0.0,0.08889,0.09082,0.09226,0.09384,-27.63978,-27.20638,-28.11123,44.69399,43.99318,45.45632,-75.83674,-74.6476,-77.13027,-30.096,-30.421,-29.796,-18.77,-19.364,-18.266,-39.574,-39.847,-39.334,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00484094+0735058',2.031,0.286,1.198,0.168,1.105,0.174,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2781872793183604096,12.2446034,0.0846,16.9397524,0.05149,42.751,0.1117,-2.468,0.13258,-200.976,0.07178,4.9257,1963.14,5.1964,1805.88,4.5108,608.37,1.1821,1.01,0,3.76,0.08,b'2004A&A...424..727P',b'F',1.0,0.0,0.02325,0.02333,0.02339,0.02345,-8.64377,-8.62118,-8.66597,13.78669,13.75067,13.8221,-16.80811,-16.76419,-16.85128,7.605,7.569,7.642,-11.038,-11.1,-10.982,-18.202,-18.27,-18.131,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00485869+1656266',4.433,0.26,4.152,0.242,4.182,0.262,b' ',0.0,0.0,0.0,0.0,3.843,0.015,3.781,0.023
28,425040000962559616,12.2852274,0.09514,57.8127281,0.11174,168.832,0.16634,1078.609,0.12667,-551.133,0.1531,3.3201,1000.46,3.7355,89.06,2.8486,290.32,1.1445,3.12,0,8.404,0.0004,b'2018A&A...616A...7S',b'F',1.0,0.153,0.00591,0.00592,0.00592,0.00593,-3.18091,-3.17776,-3.18415,4.9691,4.96418,4.97417,-0.52217,-0.52165,-0.5227,-29.154,-29.18,-29.131,-10.371,-10.39,-10.354,-16.425,-16.442,-16.41,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00490622+5748545',2.109,0.57,2.086,0.504,1.988,9.996,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2473608009504466688,12.5305895,0.07597,-10.6453492,0.04318,62.802,0.09513,-228.031,0.12826,-229.577,0.09953,5.0295,1965.08,5.2997,1329.23,4.6133,516.63,1.1831,1.03,0,8.229,0.1749,b'2018A&A...616A...1G',b'T',1.0,0.036,0.01587,0.0159,0.01592,0.01595,-2.38059,-2.37712,-2.38431,3.84057,3.83498,3.84658,-15.26822,-15.24597,-15.29209,22.26,22.214,22.301,-2.653,-2.693,-2.611,-12.718,-12.881,-12.563,b' 1237652629103968295',b'2017ApJS..233...25A',10.95,0.009,9.261,0.005,8.293,0.007,5.709,0.0,b'00500759-1038394',4.412,0.308,4.012,0.28,4.015,0.264,b'J005007.43-103843.9',3.607,0.067,3.082,0.043,0.0,0.0,0.0,0.0
30,427322415301550208,13.2668566,0.06157,61.1247251,0.07153,52.902,0.10368,-68.298,0.08488,169.435,0.09684,4.6359,1541.74,4.9267,1384.41,4.1988,463.87,1.1845,1.08,0,20.81,0.1479,b'2018A&A...616A...1G',b'T',1.0,0.008,0.01882,0.01887,0.01891,0.01894,-10.32742,-10.30642,-10.3485,15.82488,15.7927,15.85719,-0.57616,-0.57498,-0.57733,-6.415,-6.495,-6.333,21.205,21.078,21.325,14.504,14.473,14.533,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00530419+6107262',3.936,0.25,3.681,0.222,3.638,0.254,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,425940947659705600,14.1654681,0.04533,59.1808553,0.05873,16.646,0.08593,-92.611,0.06206,-45.397,0.0723,4.3456,1603.59,4.85,1653.71,3.7003,594.48,1.2183,0.85,0,-47.764,0.4207,b'2018A&A...616A...1G',b'T',1.0,0.013,0.05935,0.05976,0.06007,0.06038,-33.17617,-33.00683,-33.3481,49.92969,49.67484,50.18844,-3.85988,-3.84018,-3.87988,48.589,48.345,48.833,-25.935,-26.265,-25.589,-10.371,-10.451,-10.297,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00563990+5910517',3.123,0.238,2.68,0.188,2.468,0.28,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,364785939116867072,14.1892288,0.46551,38.4994889,0.23645,26.705,0.64671,151.021,0.46964,34.8,0.30883,3.8432,571.13,3.9032,358.65,3.6819,704.0,1.1746,4.02,0,7.2,0.2,b'2006AstL...32..759G',b'F',0.768,0.021,0.03554,0.03666,0.03756,0.03847,-19.16811,-18.71321,-19.63452,28.33858,27.66604,29.02812,-15.491,-15.12336,-15.86793,-27.396,-28.004,-26.799,-7.227,-7.584,-6.886,3.224,3.069,3.392,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00564522+3829578',3.621,0.256,3.652,0.182,3.636,0.214,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2803727064255015424,14.3014595,0.16953,23.4174489,0.13267,12.562,0.25255,-43.008,0.2895,-45.254,0.18939,4.1521,475.78,4.621,425.67,3.5049,234.38,1.2349,2.61,0,-10.3,0.29,b'2004MNRAS.349.1069K',b'F',0.992,0.02,0.07618,0.07815,0.07971,0.08139,-34.99738,-34.31284,-35.73807,50.64601,49.65538,51.71788,-50.63051,-49.64019,-51.70205,23.854,23.447,24.27,-6.773,-6.972,-6.588,-7.039,-7.414,-6.681,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'00571242+2325037',2.837,0.282,2.399,0.232,2.254,0.284,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2577673177300873216,15.7355122,0.13397,7.8902475,0.08291,17.807,0.18205,-79.362,0.20255,25.728,0.1159,3.9972,944.8,4.4978,469.15,3.3414,416.13,1.2274,2.21,0,7.597,0.2125,b'2018A&A...616A...1G',b'T',1.0,0.0,0.05484,0.0556,0.0562,0.05676,-19.85818,-19.64586,-20.05718,25.52107,25.2482,25.77681,-45.96086,-45.46946,-46.42142,11.756,11.604,11.926,20.071,19.884,20.245,-3.235,-3.393,-3.046,b' 1237680045479690275',b'2017ApJS..233...25A',12.087,0.03,10.767,0.002,9.573,0.009,5.222,0.0,b'01025662+0753247',2.676,0.29,2.235,0.262,2.121,0.27,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,376644584339526656,17.0045378,0.39673,43.9418216,0.13145,16.432,0.17673,159.581,0.36125,-60.487,0.11651,5.0123,1401.48,5.069,1343.98,4.9067,282.88,1.1523,1.45,1,9.5,0.7,b'2006AstL...32..759G',b'F',0.978,0.018,0.05942,0.06021,0.06089,0.06159,-33.94355,-33.56581,-34.33433,46.57533,46.05701,47.11153,-19.65138,-19.43269,-19.87762,-40.671,-41.211,-40.187,-24.208,-24.855,-23.599,-16.583,-16.848,-16.339,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'01080084+4356317',5.098,0.208,4.997,0.206,4.769,0.016,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,411413822074322432,17.0947499,0.28063,54.913204,0.28898,130.288,0.43478,3468.251,0.35365,-1564.844,0.3652,4.948,2055.87,5.3266,2419.47,4.4044,572.09,1.2062,6.97,0,-96.933,0.1838,b'2018A&A...616A...1G',b'T',0.996,0.217,0.00762,0.00765,0.00767,0.0077,-4.40233,-4.38753,-4.41738,6.19739,6.17657,6.21859,-1.05183,-1.0483,-1.05543,-46.269,-46.611,-45.895,-158.772,-159.094,-158.457,-34.683,-34.848,-34.517,b' ',b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'01081597+5455148',4.031,0.284,3.597,0.246,3.505,0.344,b' ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
